Ad,name,anothername,parentPac,level,pac,cpac
230805000000,东风区,东风,230800000000,4,230805000000,230805000000
230811000000,郊区,郊区,230800000000,4,230811000000,230811000000
230822000000,桦南县,桦南,230800000000,4,230822000000,230822000000
230826000000,桦川县,桦川,230800000000,4,230826000000,230826000000
230828000000,汤原县,汤原,230800000000,4,230828000000,230828000000
230881000000,同江市,同江,230800000000,4,230881000000,230881000000
230882000000,富锦市,富锦,230800000000,4,230882000000,230882000000
230883000000,抚远市,抚远,230800000000,4,230883000000,230883000000
230901000000,市辖区,市辖区,230900000000,4,230901000000,230901000000
230902000000,新兴区,新兴,230900000000,4,230902000000,230902000000
230903000000,桃山区,桃山,230900000000,4,230903000000,230903000000
230904000000,茄子河区,茄子河,230900000000,4,230904000000,230904000000
230921000000,勃利县,勃利,230900000000,4,230921000000,230921000000
231001000000,市辖区,市辖区,231000000000,4,231001000000,231001000000
231002000000,东安区,东安,231000000000,4,231002000000,231002000000
231003000000,阳明区,阳明,231000000000,4,231003000000,231003000000
231004000000,爱民区,爱民,231000000000,4,231004000000,231004000000
231005000000,西安区,西安,231000000000,4,231005000000,231005000000
231025000000,林口县,林口,231000000000,4,231025000000,231025000000
231071000000,牡丹江经济技术开发区,牡丹江经济技术开发,231000000000,4,231071000000,231071000000
231081000000,绥芬河市,绥芬河,231000000000,4,231081000000,231081000000
231083000000,海林市,海林,231000000000,4,231083000000,231083000000
231084000000,宁安市,宁安,231000000000,4,231084000000,231084000000
231085000000,穆棱市,穆棱,231000000000,4,231085000000,231085000000
231086000000,东宁市,东宁,231000000000,4,231086000000,231086000000
231101000000,市辖区,市辖区,231100000000,4,231101000000,231101000000
231102000000,爱辉区,爱辉,231100000000,4,231102000000,231102000000
231123000000,逊克县,逊克,231100000000,4,231123000000,231123000000
231124000000,孙吴县,孙吴,231100000000,4,231124000000,231124000000
231181000000,北安市,北安,231100000000,4,231181000000,231181000000
231182000000,五大连池市,五大连池,231100000000,4,231182000000,231182000000
231183000000,嫩江市,嫩江,231100000000,4,231183000000,231183000000
231201000000,市辖区,市辖区,231200000000,4,231201000000,231201000000
231202000000,北林区,北林,231200000000,4,231202000000,231202000000
231221000000,望奎县,望奎,231200000000,4,231221000000,231221000000
231222000000,兰西县,兰西,231200000000,4,231222000000,231222000000
231223000000,青冈县,青冈,231200000000,4,231223000000,231223000000
231224000000,庆安县,庆安,231200000000,4,231224000000,231224000000
231225000000,明水县,明水,231200000000,4,231225000000,231225000000
231226000000,绥棱县,绥棱,231200000000,4,231226000000,231226000000
231281000000,安达市,安达,231200000000,4,231281000000,231281000000
231282000000,肇东市,肇东,231200000000,4,231282000000,231282000000
231283000000,海伦市,海伦,231200000000,4,231283000000,231283000000
232701000000,漠河市,漠河,232700000000,4,232701000000,232701000000
232721000000,呼玛县,呼玛,232700000000,4,232721000000,232721000000
232722000000,塔河县,塔河,232700000000,4,232722000000,232722000000
232761000000,加格达奇区,加格达奇,232700000000,4,232761000000,232761000000
232762000000,松岭区,松岭,232700000000,4,232762000000,232762000000
232763000000,新林区,新林,232700000000,4,232763000000,232763000000
232764000000,呼中区,呼中,232700000000,4,232764000000,232764000000
310101000000,黄浦区,黄浦,310100000000,4,310101000000,310101000000
310104000000,徐汇区,徐汇,310100000000,4,310104000000,310104000000
310105000000,长宁区,长宁,310100000000,4,310105000000,310105000000
310106000000,静安区,静安,310100000000,4,310106000000,310106000000
310107000000,普陀区,普陀,310100000000,4,310107000000,310107000000
310109000000,虹口区,虹口,310100000000,4,310109000000,310109000000
310110000000,杨浦区,杨浦,310100000000,4,310110000000,310110000000
310112000000,闵行区,闵行,310100000000,4,310112000000,310112000000
310113000000,宝山区,宝山,310100000000,4,310113000000,310113000000
310114000000,嘉定区,嘉定,310100000000,4,310114000000,310114000000
310115000000,浦东新区,浦东,310100000000,4,310115000000,310115000000
310116000000,金山区,金山,310100000000,4,310116000000,310116000000
310117000000,松江区,松江,310100000000,4,310117000000,310117000000
310118000000,青浦区,青浦,310100000000,4,310118000000,310118000000
310120000000,奉贤区,奉贤,310100000000,4,310120000000,310120000000
310151000000,崇明区,崇明,310100000000,4,310151000000,310151000000
320101000000,市辖区,市辖区,320100000000,4,320101000000,320101000000
320102000000,玄武区,玄武,320100000000,4,320102000000,320102000000
320104000000,秦淮区,秦淮,320100000000,4,320104000000,320104000000
320105000000,建邺区,建邺,320100000000,4,320105000000,320105000000
320106000000,鼓楼区,鼓楼,320100000000,4,320106000000,320106000000
320111000000,浦口区,浦口,320100000000,4,320111000000,320111000000
320113000000,栖霞区,栖霞,320100000000,4,320113000000,320113000000
320114000000,雨花台区,雨花台,320100000000,4,320114000000,320114000000
320115000000,江宁区,江宁,320100000000,4,320115000000,320115000000
320116000000,六合区,六合,320100000000,4,320116000000,320116000000
320117000000,溧水区,溧水,320100000000,4,320117000000,320117000000
320118000000,高淳区,高淳,320100000000,4,320118000000,320118000000
320201000000,市辖区,市辖区,320200000000,4,320201000000,320201000000
320205000000,锡山区,锡山,320200000000,4,320205000000,320205000000
320206000000,惠山区,惠山,320200000000,4,320206000000,320206000000
320211000000,滨湖区,滨湖,320200000000,4,320211000000,320211000000
320213000000,梁溪区,梁溪,320200000000,4,320213000000,320213000000
320214000000,新吴区,新吴,320200000000,4,320214000000,320214000000
320281000000,江阴市,江阴,320200000000,4,320281000000,320281000000
320282000000,宜兴市,宜兴,320200000000,4,320282000000,320282000000
320301000000,市辖区,市辖区,320300000000,4,320301000000,320301000000
320302000000,鼓楼区,鼓楼,320300000000,4,320302000000,320302000000
320303000000,云龙区,云龙,320300000000,4,320303000000,320303000000
320305000000,贾汪区,贾汪,320300000000,4,320305000000,320305000000
320311000000,泉山区,泉山,320300000000,4,320311000000,320311000000
320312000000,铜山区,铜山,320300000000,4,320312000000,320312000000
320321000000,丰县,丰县,320300000000,4,320321000000,320321000000
320322000000,沛县,沛县,320300000000,4,320322000000,320322000000
320324000000,睢宁县,睢宁,320300000000,4,320324000000,320324000000
320371000000,徐州经济技术开发区,徐州经济技术开发,320300000000,4,320371000000,320371000000
320381000000,新沂市,新沂,320300000000,4,320381000000,320381000000
320382000000,邳州市,邳州,320300000000,4,320382000000,320382000000
320401000000,市辖区,市辖区,320400000000,4,320401000000,320401000000
320402000000,天宁区,天宁,320400000000,4,320402000000,320402000000
320404000000,钟楼区,钟楼,320400000000,4,320404000000,320404000000
320411000000,新北区,新北,320400000000,4,320411000000,320411000000
320412000000,武进区,武进,320400000000,4,320412000000,320412000000
320413000000,金坛区,金坛,320400000000,4,320413000000,320413000000
320481000000,溧阳市,溧阳,320400000000,4,320481000000,320481000000
320501000000,市辖区,市辖区,320500000000,4,320501000000,320501000000
320505000000,虎丘区,虎丘,320500000000,4,320505000000,320505000000
320506000000,吴中区,吴中,320500000000,4,320506000000,320506000000
320507000000,相城区,相城,320500000000,4,320507000000,320507000000
320508000000,姑苏区,姑苏,320500000000,4,320508000000,320508000000
320509000000,吴江区,吴江,320500000000,4,320509000000,320509000000
320571000000,苏州工业园区,苏州工业园,320500000000,4,320571000000,320571000000
320581000000,常熟市,常熟,320500000000,4,320581000000,320581000000
320582000000,张家港市,张家港,320500000000,4,320582000000,320582000000
320583000000,昆山市,昆山,320500000000,4,320583000000,320583000000
320585000000,太仓市,太仓,320500000000,4,320585000000,320585000000
320601000000,市辖区,市辖区,320600000000,4,320601000000,320601000000
320612000000,通州区,通州,320600000000,4,320612000000,320612000000
320613000000,崇川区,崇川,320600000000,4,320613000000,320613000000
320614000000,海门区,海门,320600000000,4,320614000000,320614000000
320623000000,如东县,如东,320600000000,4,320623000000,320623000000
320671000000,南通经济技术开发区,南通经开区,320600000000,4,320671000000,320671000000
320681000000,启东市,启东,320600000000,4,320681000000,320681000000
320682000000,如皋市,如皋,320600000000,4,320682000000,320682000000
320685000000,海安市,海安,320600000000,4,320685000000,320685000000
320701000000,市辖区,市辖区,320700000000,4,320701000000,320701000000
320703000000,连云区,连云,320700000000,4,320703000000,320703000000
320706000000,海州区,海州,320700000000,4,320706000000,320706000000
320707000000,赣榆区,赣榆,320700000000,4,320707000000,320707000000
320722000000,东海县,东海,320700000000,4,320722000000,320722000000
320723000000,灌云县,灌云,320700000000,4,320723000000,320723000000
320724000000,灌南县,灌南,320700000000,4,320724000000,320724000000
320771000000,连云港经济技术开发区,连云港经开区,320700000000,4,320771000000,320771000000
320772000000,连云港高新技术产业开发区,连云港高新区,320700000000,4,320772000000,320772000000
320801000000,市辖区,市辖区,320800000000,4,320801000000,320801000000
320803000000,淮安区,淮安,320800000000,4,320803000000,320803000000
320804000000,淮阴区,淮阴,320800000000,4,320804000000,320804000000
320812000000,清江浦区,清江浦,320800000000,4,320812000000,320812000000
320813000000,洪泽区,洪泽,320800000000,4,320813000000,320813000000
320826000000,涟水县,涟水,320800000000,4,320826000000,320826000000
320830000000,盱眙县,盱眙,320800000000,4,320830000000,320830000000
320831000000,金湖县,金湖,320800000000,4,320831000000,320831000000
320871000000,淮安经济技术开发区,淮安经开区,320800000000,4,320871000000,320871000000
320901000000,市辖区,市辖区,320900000000,4,320901000000,320901000000
320902000000,亭湖区,亭湖,320900000000,4,320902000000,320902000000
320903000000,盐都区,盐都,320900000000,4,320903000000,320903000000
320904000000,大丰区,大丰,320900000000,4,320904000000,320904000000
320921000000,响水县,响水,320900000000,4,320921000000,320921000000
320922000000,滨海县,滨海,320900000000,4,320922000000,320922000000
320923000000,阜宁县,阜宁,320900000000,4,320923000000,320923000000
320924000000,射阳县,射阳,320900000000,4,320924000000,320924000000
320925000000,建湖县,建湖,320900000000,4,320925000000,320925000000
320971000000,盐城经济技术开发区,盐城经开区,320900000000,4,320971000000,320971000000
320981000000,东台市,东台,320900000000,4,320981000000,320981000000
321001000000,市辖区,市辖区,321000000000,4,321001000000,321001000000
321002000000,广陵区,广陵,321000000000,4,321002000000,321002000000
321003000000,邗江区,邗江,321000000000,4,321003000000,321003000000
321012000000,江都区,江都,321000000000,4,321012000000,321012000000
321023000000,宝应县,宝应,321000000000,4,321023000000,321023000000
321071000000,扬州经济技术开发区,扬州经开区,321000000000,4,321071000000,321071000000
321081000000,仪征市,仪征,321000000000,4,321081000000,321081000000
321084000000,高邮市,高邮,321000000000,4,321084000000,321084000000
321101000000,市辖区,市辖区,321100000000,4,321101000000,321101000000
321102000000,京口区,京口,321100000000,4,321102000000,321102000000
321111000000,润州区,润州,321100000000,4,321111000000,321111000000
321112000000,丹徒区,丹徒,321100000000,4,321112000000,321112000000
321171000000,镇江新区,镇江,321100000000,4,321171000000,321171000000
321181000000,丹阳市,丹阳,321100000000,4,321181000000,321181000000
321182000000,扬中市,扬中,321100000000,4,321182000000,321182000000
321183000000,句容市,句容,321100000000,4,321183000000,321183000000
321201000000,市辖区,市辖区,321200000000,4,321201000000,321201000000
321202000000,海陵区,海陵,321200000000,4,321202000000,321202000000
321203000000,高港区,高港,321200000000,4,321203000000,321203000000
321204000000,姜堰区,姜堰,321200000000,4,321204000000,321204000000
321271000000,泰州医药高新技术产业开发区,中国医药城,321200000000,4,321271000000,321271000000
321281000000,兴化市,兴化,321200000000,4,321281000000,321281000000
321282000000,靖江市,靖江,321200000000,4,321282000000,321282000000
321283000000,泰兴市,泰兴,321200000000,4,321283000000,321283000000
321301000000,市辖区,市辖区,321300000000,4,321301000000,321301000000
321302000000,宿城区,宿城,321300000000,4,321302000000,321302000000
321311000000,宿豫区,宿豫,321300000000,4,321311000000,321311000000
321322000000,沭阳县,沭阳,321300000000,4,321322000000,321322000000
321323000000,泗阳县,泗阳,321300000000,4,321323000000,321323000000
321324000000,泗洪县,泗洪,321300000000,4,321324000000,321324000000
321371000000,宿迁经济技术开发区,宿迁经开区,321300000000,4,321371000000,321371000000
330101000000,市辖区,市辖区,330100000000,4,330101000000,330101000000
330102000000,上城区,上城,330100000000,4,330102000000,330102000000
330105000000,拱墅区,拱墅,330100000000,4,330105000000,330105000000
330106000000,西湖区,西湖,330100000000,4,330106000000,330106000000
330108000000,滨江区,滨江,330100000000,4,330108000000,330108000000
330109000000,萧山区,萧山,330100000000,4,330109000000,330109000000
330110000000,余杭区,余杭,330100000000,4,330110000000,330110000000
330111000000,富阳区,富阳,330100000000,4,330111000000,330111000000
330112000000,临安区,临安,330100000000,4,330112000000,330112000000
330113000000,临平区,临平,330100000000,4,330113000000,330113000000
330114000000,钱塘区,钱塘,330100000000,4,330114000000,330114000000
330122000000,桐庐县,桐庐,330100000000,4,330122000000,330122000000
330127000000,淳安县,淳安,330100000000,4,330127000000,330127000000
330182000000,建德市,建德,330100000000,4,330182000000,330182000000
330201000000,市辖区,市辖区,330200000000,4,330201000000,330201000000
330203000000,海曙区,海曙,330200000000,4,330203000000,330203000000
330205000000,江北区,江北,330200000000,4,330205000000,330205000000
330206000000,北仑区,北仑,330200000000,4,330206000000,330206000000
330211000000,镇海区,镇海,330200000000,4,330211000000,330211000000
330212000000,鄞州区,鄞州,330200000000,4,330212000000,330212000000
330213000000,奉化区,奉化,330200000000,4,330213000000,330213000000
330225000000,象山县,象山,330200000000,4,330225000000,330225000000
330226000000,宁海县,宁海,330200000000,4,330226000000,330226000000
330281000000,余姚市,余姚,330200000000,4,330281000000,330281000000
330282000000,慈溪市,慈溪,330200000000,4,330282000000,330282000000
330301000000,市辖区,市辖区,330300000000,4,330301000000,330301000000
330302000000,鹿城区,鹿城,330300000000,4,330302000000,330302000000
330303000000,龙湾区,龙湾,330300000000,4,330303000000,330303000000
330304000000,瓯海区,瓯海,330300000000,4,330304000000,330304000000
330305000000,洞头区,洞头,330300000000,4,330305000000,330305000000
330324000000,永嘉县,永嘉,330300000000,4,330324000000,330324000000
330326000000,平阳县,平阳,330300000000,4,330326000000,330326000000
330327000000,苍南县,苍南,330300000000,4,330327000000,330327000000
330328000000,文成县,文成,330300000000,4,330328000000,330328000000
330329000000,泰顺县,泰顺,330300000000,4,330329000000,330329000000
330381000000,瑞安市,瑞安,330300000000,4,330381000000,330381000000
330382000000,乐清市,乐清,330300000000,4,330382000000,330382000000
330383000000,龙港市,龙港,330300000000,4,330383000000,330383000000
330401000000,市辖区,市辖区,330400000000,4,330401000000,330401000000
330402000000,南湖区,南湖,330400000000,4,330402000000,330402000000
330411000000,秀洲区,秀洲,330400000000,4,330411000000,330411000000
330421000000,嘉善县,嘉善,330400000000,4,330421000000,330421000000
330424000000,海盐县,海盐,330400000000,4,330424000000,330424000000
330481000000,海宁市,海宁,330400000000,4,330481000000,330481000000
330482000000,平湖市,平湖,330400000000,4,330482000000,330482000000
330483000000,桐乡市,桐乡,330400000000,4,330483000000,330483000000
330501000000,市辖区,市辖区,330500000000,4,330501000000,330501000000
330502000000,吴兴区,吴兴,330500000000,4,330502000000,330502000000
330503000000,南浔区,南浔,330500000000,4,330503000000,330503000000
330521000000,德清县,德清,330500000000,4,330521000000,330521000000
330522000000,长兴县,长兴,330500000000,4,330522000000,330522000000
330523000000,安吉县,安吉,330500000000,4,330523000000,330523000000
330601000000,市辖区,市辖区,330600000000,4,330601000000,330601000000
330602000000,越城区,越城,330600000000,4,330602000000,330602000000
330603000000,柯桥区,柯桥,330600000000,4,330603000000,330603000000
330604000000,上虞区,上虞,330600000000,4,330604000000,330604000000
330624000000,新昌县,新昌,330600000000,4,330624000000,330624000000
330681000000,诸暨市,诸暨,330600000000,4,330681000000,330681000000
330683000000,嵊州市,嵊州,330600000000,4,330683000000,330683000000
330701000000,市辖区,市辖区,330700000000,4,330701000000,330701000000
330702000000,婺城区,婺城,330700000000,4,330702000000,330702000000
330703000000,金东区,金东,330700000000,4,330703000000,330703000000
330723000000,武义县,武义,330700000000,4,330723000000,330723000000
330726000000,浦江县,浦江,330700000000,4,330726000000,330726000000
330727000000,磐安县,磐安,330700000000,4,330727000000,330727000000
330781000000,兰溪市,兰溪,330700000000,4,330781000000,330781000000
330782000000,义乌市,义乌,330700000000,4,330782000000,330782000000
330783000000,东阳市,东阳,330700000000,4,330783000000,330783000000
330784000000,永康市,永康,330700000000,4,330784000000,330784000000
330801000000,市辖区,市辖区,330800000000,4,330801000000,330801000000
330802000000,柯城区,柯城,330800000000,4,330802000000,330802000000
330803000000,衢江区,衢江,330800000000,4,330803000000,330803000000
330822000000,常山县,常山,330800000000,4,330822000000,330822000000
330824000000,开化县,开化,330800000000,4,330824000000,330824000000
330825000000,龙游县,龙游,330800000000,4,330825000000,330825000000
330881000000,江山市,江山,330800000000,4,330881000000,330881000000
330901000000,市辖区,市辖区,330900000000,4,330901000000,330901000000
330902000000,定海区,定海,330900000000,4,330902000000,330902000000
330903000000,普陀区,普陀,330900000000,4,330903000000,330903000000
330921000000,岱山县,岱山,330900000000,4,330921000000,330921000000
330922000000,嵊泗县,嵊泗,330900000000,4,330922000000,330922000000
331001000000,市辖区,市辖区,331000000000,4,331001000000,331001000000
331002000000,椒江区,椒江,331000000000,4,331002000000,331002000000
331003000000,黄岩区,黄岩,331000000000,4,331003000000,331003000000
331004000000,路桥区,路桥,331000000000,4,331004000000,331004000000
331022000000,三门县,三门,331000000000,4,331022000000,331022000000
331023000000,天台县,天台,331000000000,4,331023000000,331023000000
331024000000,仙居县,仙居,331000000000,4,331024000000,331024000000
331081000000,温岭市,温岭,331000000000,4,331081000000,331081000000
331082000000,临海市,临海,331000000000,4,331082000000,331082000000
331083000000,玉环市,玉环,331000000000,4,331083000000,331083000000
331101000000,市辖区,市辖区,331100000000,4,331101000000,331101000000
331102000000,莲都区,莲都,331100000000,4,331102000000,331102000000
331121000000,青田县,青田,331100000000,4,331121000000,331121000000
331122000000,缙云县,缙云,331100000000,4,331122000000,331122000000
331123000000,遂昌县,遂昌,331100000000,4,331123000000,331123000000
331124000000,松阳县,松阳,331100000000,4,331124000000,331124000000
331125000000,云和县,云和,331100000000,4,331125000000,331125000000
331126000000,庆元县,庆元,331100000000,4,331126000000,331126000000
331127000000,景宁畲族自治县,景宁畲族自治,331100000000,4,331127000000,331127000000
331181000000,龙泉市,龙泉,331100000000,4,331181000000,331181000000
340101000000,市辖区,市辖区,340100000000,4,340101000000,340101000000
340102000000,瑶海区,瑶海,340100000000,4,340102000000,340102000000
340103000000,庐阳区,庐阳,340100000000,4,340103000000,340103000000
340104000000,蜀山区,蜀山,340100000000,4,340104000000,340104000000
340111000000,包河区,包河,340100000000,4,340111000000,340111000000
340121000000,长丰县,长丰,340100000000,4,340121000000,340121000000
340122000000,肥东县,肥东,340100000000,4,340122000000,340122000000
340123000000,肥西县,肥西,340100000000,4,340123000000,340123000000
340124000000,庐江县,庐江,340100000000,4,340124000000,340124000000
340171000000,合肥高新技术产业开发区,合肥高新区,340100000000,4,340171000000,340171000000
340172000000,合肥经济技术开发区,合肥经开区,340100000000,4,340172000000,340172000000
340173000000,合肥新站高新技术产业开发区,合肥新站区,340100000000,4,340173000000,340173000000
340181000000,巢湖市,巢湖,340100000000,4,340181000000,340181000000
340201000000,市辖区,市辖区,340200000000,4,340201000000,340201000000
340202000000,镜湖区,镜湖,340200000000,4,340202000000,340202000000
340207000000,鸠江区,鸠江,340200000000,4,340207000000,340207000000
340209000000,弋江区,弋江,340200000000,4,340209000000,340209000000
340210000000,湾沚区,湾沚,340200000000,4,340210000000,340210000000
340212000000,繁昌区,繁昌,340200000000,4,340212000000,340212000000
340223000000,南陵县,南陵,340200000000,4,340223000000,340223000000
340271000000,芜湖经济技术开发区,芜湖经开区,340200000000,4,340271000000,340271000000
340272000000,安徽芜湖三山经济开发区,三山经开区,340200000000,4,340272000000,340272000000
340281000000,无为市,无为,340200000000,4,340281000000,340281000000
340301000000,市辖区,市辖区,340300000000,4,340301000000,340301000000
340302000000,龙子湖区,龙子湖,340300000000,4,340302000000,340302000000
340303000000,蚌山区,蚌山,340300000000,4,340303000000,340303000000
340304000000,禹会区,禹会,340300000000,4,340304000000,340304000000
340311000000,淮上区,淮上,340300000000,4,340311000000,340311000000
340321000000,怀远县,怀远,340300000000,4,340321000000,340321000000
340322000000,五河县,五河,340300000000,4,340322000000,340322000000
340323000000,固镇县,固镇,340300000000,4,340323000000,340323000000
340371000000,蚌埠市高新技术开发区,蚌埠高新区,340300000000,4,340371000000,340371000000
340372000000,蚌埠市经济开发区,蚌埠经开区,340300000000,4,340372000000,340372000000
340401000000,市辖区,市辖区,340400000000,4,340401000000,340401000000
340402000000,大通区,大通,340400000000,4,340402000000,340402000000
340403000000,田家庵区,田家庵,340400000000,4,340403000000,340403000000
340404000000,谢家集区,谢家集,340400000000,4,340404000000,340404000000
340405000000,八公山区,八公山,340400000000,4,340405000000,340405000000
340406000000,潘集区,潘集,340400000000,4,340406000000,340406000000
340421000000,凤台县,凤台,340400000000,4,340421000000,340421000000
340422000000,寿县,寿县,340400000000,4,340422000000,340422000000
340501000000,市辖区,市辖区,340500000000,4,340501000000,340501000000
340503000000,花山区,花山,340500000000,4,340503000000,340503000000
340504000000,雨山区,雨山,340500000000,4,340504000000,340504000000
340506000000,博望区,博望,340500000000,4,340506000000,340506000000
340521000000,当涂县,当涂,340500000000,4,340521000000,340521000000
340522000000,含山县,含山,340500000000,4,340522000000,340522000000
340523000000,和县,和县,340500000000,4,340523000000,340523000000
340601000000,市辖区,市辖区,340600000000,4,340601000000,340601000000
340602000000,杜集区,杜集,340600000000,4,340602000000,340602000000
340603000000,相山区,相山,340600000000,4,340603000000,340603000000
340604000000,烈山区,烈山,340600000000,4,340604000000,340604000000
340621000000,濉溪县,濉溪,340600000000,4,340621000000,340621000000
340701000000,市辖区,市辖区,340700000000,4,340701000000,340701000000
340705000000,铜官区,铜官,340700000000,4,340705000000,340705000000
340706000000,义安区,义安,340700000000,4,340706000000,340706000000
340711000000,郊区,郊区,340700000000,4,340711000000,340711000000
340722000000,枞阳县,枞阳,340700000000,4,340722000000,340722000000
340801000000,市辖区,市辖区,340800000000,4,340801000000,340801000000
340802000000,迎江区,迎江,340800000000,4,340802000000,340802000000
340803000000,大观区,大观,340800000000,4,340803000000,340803000000
340811000000,宜秀区,宜秀,340800000000,4,340811000000,340811000000
340822000000,怀宁县,怀宁,340800000000,4,340822000000,340822000000
340825000000,太湖县,太湖,340800000000,4,340825000000,340825000000
340826000000,宿松县,宿松,340800000000,4,340826000000,340826000000
340827000000,望江县,望江,340800000000,4,340827000000,340827000000
340828000000,岳西县,岳西,340800000000,4,340828000000,340828000000
340871000000,安徽安庆经济开发区,安徽安庆经济开发,340800000000,4,340871000000,340871000000
340881000000,桐城市,桐城,340800000000,4,340881000000,340881000000
340882000000,潜山市,潜山,340800000000,4,340882000000,340882000000
341001000000,市辖区,市辖区,341000000000,4,341001000000,341001000000
341002000000,屯溪区,屯溪,341000000000,4,341002000000,341002000000
341003000000,黄山区,黄山,341000000000,4,341003000000,341003000000
341004000000,徽州区,徽州,341000000000,4,341004000000,341004000000
341021000000,歙县,歙县,341000000000,4,341021000000,341021000000
341022000000,休宁县,休宁,341000000000,4,341022000000,341022000000
341023000000,黟县,黟县,341000000000,4,341023000000,341023000000
341024000000,祁门县,祁门,341000000000,4,341024000000,341024000000
341101000000,市辖区,市辖区,341100000000,4,341101000000,341101000000
341102000000,琅琊区,琅琊,341100000000,4,341102000000,341102000000
341103000000,南谯区,南谯,341100000000,4,341103000000,341103000000
341122000000,来安县,来安,341100000000,4,341122000000,341122000000
341124000000,全椒县,全椒,341100000000,4,341124000000,341124000000
341125000000,定远县,定远,341100000000,4,341125000000,341125000000
341126000000,凤阳县,凤阳,341100000000,4,341126000000,341126000000
341171000000,中新苏滁高新技术产业开发区,中新苏滁高新区,341100000000,4,341171000000,341171000000
341172000000,滁州经济技术开发区,滁州经开区,341100000000,4,341172000000,341172000000
341181000000,天长市,天长,341100000000,4,341181000000,341181000000
341182000000,明光市,明光,341100000000,4,341182000000,341182000000
341201000000,市辖区,市辖区,341200000000,4,341201000000,341201000000
341202000000,颍州区,颍州,341200000000,4,341202000000,341202000000
341203000000,颍东区,颍东,341200000000,4,341203000000,341203000000
341204000000,颍泉区,颍泉,341200000000,4,341204000000,341204000000
341221000000,临泉县,临泉,341200000000,4,341221000000,341221000000
341222000000,太和县,太和,341200000000,4,341222000000,341222000000
341225000000,阜南县,阜南,341200000000,4,341225000000,341225000000
341226000000,颍上县,颍上,341200000000,4,341226000000,341226000000
341271000000,阜阳合肥现代产业园区,阜合产业园,341200000000,4,341271000000,341271000000
341272000000,阜阳经济技术开发区,阜阳经开区,341200000000,4,341272000000,341272000000
341282000000,界首市,界首,341200000000,4,341282000000,341282000000
341301000000,市辖区,市辖区,341300000000,4,341301000000,341301000000
341302000000,埇桥区,埇桥,341300000000,4,341302000000,341302000000
341321000000,砀山县,砀山,341300000000,4,341321000000,341321000000
341322000000,萧县,萧县,341300000000,4,341322000000,341322000000
341323000000,灵璧县,灵璧,341300000000,4,341323000000,341323000000
341324000000,泗县,泗县,341300000000,4,341324000000,341324000000
341371000000,宿州马鞍山现代产业园区,宿马园区,341300000000,4,341371000000,341371000000
341372000000,宿州经济技术开发区,宿州经开区,341300000000,4,341372000000,341372000000
341501000000,市辖区,市辖区,341500000000,4,341501000000,341501000000
341502000000,金安区,金安,341500000000,4,341502000000,341502000000
341503000000,裕安区,裕安,341500000000,4,341503000000,341503000000
341504000000,叶集区,叶集,341500000000,4,341504000000,341504000000
341522000000,霍邱县,霍邱,341500000000,4,341522000000,341522000000
341523000000,舒城县,舒城,341500000000,4,341523000000,341523000000
341524000000,金寨县,金寨,341500000000,4,341524000000,341524000000
341525000000,霍山县,霍山,341500000000,4,341525000000,341525000000
341601000000,市辖区,市辖区,341600000000,4,341601000000,341601000000
341602000000,谯城区,谯城,341600000000,4,341602000000,341602000000
341621000000,涡阳县,涡阳,341600000000,4,341621000000,341621000000
341622000000,蒙城县,蒙城,341600000000,4,341622000000,341622000000
341623000000,利辛县,利辛,341600000000,4,341623000000,341623000000
341701000000,市辖区,市辖区,341700000000,4,341701000000,341701000000
341702000000,贵池区,贵池,341700000000,4,341702000000,341702000000
341721000000,东至县,东至,341700000000,4,341721000000,341721000000
341722000000,石台县,石台,341700000000,4,341722000000,341722000000
341723000000,青阳县,青阳,341700000000,4,341723000000,341723000000
341801000000,市辖区,市辖区,341800000000,4,341801000000,341801000000
341802000000,宣州区,宣州,341800000000,4,341802000000,341802000000
341821000000,郎溪县,郎溪,341800000000,4,341821000000,341821000000
341823000000,泾县,泾县,341800000000,4,341823000000,341823000000
341824000000,绩溪县,绩溪,341800000000,4,341824000000,341824000000
341825000000,旌德县,旌德,341800000000,4,341825000000,341825000000
341871000000,宣城市经济开发区,宣城经济开发,341800000000,4,341871000000,341871000000
341881000000,宁国市,宁国,341800000000,4,341881000000,341881000000
341882000000,广德市,广德,341800000000,4,341882000000,341882000000
350101000000,市辖区,市辖区,350100000000,4,350101000000,350101000000
350102000000,鼓楼区,鼓楼,350100000000,4,350102000000,350102000000
350103000000,台江区,台江,350100000000,4,350103000000,350103000000
350104000000,仓山区,仓山,350100000000,4,350104000000,350104000000
350105000000,马尾区,马尾,350100000000,4,350105000000,350105000000
350111000000,晋安区,晋安,350100000000,4,350111000000,350111000000
350112000000,长乐区,长乐,350100000000,4,350112000000,350112000000
350121000000,闽侯县,闽侯,350100000000,4,350121000000,350121000000
350122000000,连江县,连江,350100000000,4,350122000000,350122000000
350123000000,罗源县,罗源,350100000000,4,350123000000,350123000000
350124000000,闽清县,闽清,350100000000,4,350124000000,350124000000
350125000000,永泰县,永泰,350100000000,4,350125000000,350125000000
350128000000,平潭县,平潭,350100000000,4,350128000000,350128000000
350181000000,福清市,福清,350100000000,4,350181000000,350181000000
350201000000,市辖区,市辖区,350200000000,4,350201000000,350201000000
350203000000,思明区,思明,350200000000,4,350203000000,350203000000
350205000000,海沧区,海沧,350200000000,4,350205000000,350205000000
