,,,,,region1,,region2
 ['海勃湾区', 150000, '内蒙古自治区']和['海南区', '内蒙古自治区']相邻, 海勃湾区,150302000000, 海南区,150303000000
 ['海勃湾区', 150000, '内蒙古自治区']和['乌达区', '内蒙古自治区']相邻, 海勃湾区,150302000000, 乌达区,150304000000
 ['海勃湾区', 150000, '内蒙古自治区']和['鄂托克旗', '内蒙古自治区']相邻, 海勃湾区,150302000000, 鄂托克旗,150624000000
 ['海南区', 150000, '内蒙古自治区']和['惠农区', '宁夏回族自治区']相邻, 海南区,150303000000, 惠农区,640205000000
 ['海南区', 150000, '内蒙古自治区']和['鄂托克旗', '内蒙古自治区']相邻, 海南区,150303000000, 鄂托克旗,150624000000
 ['海南区', 150000, '内蒙古自治区']和['阿拉善左旗', '内蒙古自治区']相邻, 海南区,150303000000, 阿拉善左旗,152921000000
 ['海南区', 150000, '内蒙古自治区']和['乌达区', '内蒙古自治区']相邻, 海南区,150303000000, 乌达区,150304000000
 ['海南区', 150000, '内蒙古自治区']和['平罗县', '宁夏回族自治区']相邻, 海南区,150303000000, 平罗县,640221000000
 ['乌达区', 150000, '内蒙古自治区']和['阿拉善左旗', '内蒙古自治区']相邻, 乌达区,150304000000, 阿拉善左旗,152921000000
 ['红山区', 150000, '内蒙古自治区']和['松山区', '内蒙古自治区']相邻, 红山区,150402000000, 松山区,150404000000
 ['红山区', 150000, '内蒙古自治区']和['喀喇沁旗', '内蒙古自治区']相邻, 红山区,150402000000, 喀喇沁旗,150428000000
 ['红山区', 150000, '内蒙古自治区']和['元宝山区', '内蒙古自治区']相邻, 红山区,150402000000, 元宝山区,150403000000
 ['元宝山区', 150000, '内蒙古自治区']和['喀喇沁旗', '内蒙古自治区']相邻, 元宝山区,150403000000, 喀喇沁旗,150428000000
 ['元宝山区', 150000, '内蒙古自治区']和['建平县', '辽宁省']相邻, 元宝山区,150403000000, 建平县,211322000000
 ['元宝山区', 150000, '内蒙古自治区']和['敖汉旗', '内蒙古自治区']相邻, 元宝山区,150403000000, 敖汉旗,150430000000
 ['元宝山区', 150000, '内蒙古自治区']和['松山区', '内蒙古自治区']相邻, 元宝山区,150403000000, 松山区,150404000000
 ['松山区', 150000, '内蒙古自治区']和['敖汉旗', '内蒙古自治区']相邻, 松山区,150404000000, 敖汉旗,150430000000
 ['松山区', 150000, '内蒙古自治区']和['翁牛特旗', '内蒙古自治区']相邻, 松山区,150404000000, 翁牛特旗,150426000000
 ['松山区', 150000, '内蒙古自治区']和['喀喇沁旗', '内蒙古自治区']相邻, 松山区,150404000000, 喀喇沁旗,150428000000
 ['松山区', 150000, '内蒙古自治区']和['克什克腾旗', '内蒙古自治区']相邻, 松山区,150404000000, 克什克腾旗,150425000000
 ['阿鲁科尔沁旗', 150000, '内蒙古自治区']和['巴林右旗', '内蒙古自治区']相邻, 阿鲁科尔沁旗,150421000000, 巴林右旗,150423000000
 ['阿鲁科尔沁旗', 150000, '内蒙古自治区']和['扎鲁特旗', '内蒙古自治区']相邻, 阿鲁科尔沁旗,150421000000, 扎鲁特旗,150526000000
 ['阿鲁科尔沁旗', 150000, '内蒙古自治区']和['西乌珠穆沁旗', '内蒙古自治区']相邻, 阿鲁科尔沁旗,150421000000, 西乌珠穆沁旗,152526000000
 ['阿鲁科尔沁旗', 150000, '内蒙古自治区']和['开鲁县', '内蒙古自治区']相邻, 阿鲁科尔沁旗,150421000000, 开鲁县,150523000000
 ['阿鲁科尔沁旗', 150000, '内蒙古自治区']和['翁牛特旗', '内蒙古自治区']相邻, 阿鲁科尔沁旗,150421000000, 翁牛特旗,150426000000
 ['阿鲁科尔沁旗', 150000, '内蒙古自治区']和['巴林左旗', '内蒙古自治区']相邻, 阿鲁科尔沁旗,150421000000, 巴林左旗,150422000000
 ['巴林左旗', 150000, '内蒙古自治区']和['西乌珠穆沁旗', '内蒙古自治区']相邻, 巴林左旗,150422000000, 西乌珠穆沁旗,152526000000
 ['巴林左旗', 150000, '内蒙古自治区']和['巴林右旗', '内蒙古自治区']相邻, 巴林左旗,150422000000, 巴林右旗,150423000000
 ['巴林右旗', 150000, '内蒙古自治区']和['西乌珠穆沁旗', '内蒙古自治区']相邻, 巴林右旗,150423000000, 西乌珠穆沁旗,152526000000
 ['巴林右旗', 150000, '内蒙古自治区']和['翁牛特旗', '内蒙古自治区']相邻, 巴林右旗,150423000000, 翁牛特旗,150426000000
 ['巴林右旗', 150000, '内蒙古自治区']和['林西县', '内蒙古自治区']相邻, 巴林右旗,150423000000, 林西县,150424000000
 ['林西县', 150000, '内蒙古自治区']和['西乌珠穆沁旗', '内蒙古自治区']相邻, 林西县,150424000000, 西乌珠穆沁旗,152526000000
 ['林西县', 150000, '内蒙古自治区']和['克什克腾旗', '内蒙古自治区']相邻, 林西县,150424000000, 克什克腾旗,150425000000
 ['林西县', 150000, '内蒙古自治区']和['翁牛特旗', '内蒙古自治区']相邻, 林西县,150424000000, 翁牛特旗,150426000000
 ['克什克腾旗', 150000, '内蒙古自治区']和['多伦县', '内蒙古自治区']相邻, 克什克腾旗,150425000000, 多伦县,152531000000
 ['克什克腾旗', 150000, '内蒙古自治区']和['西乌珠穆沁旗', '内蒙古自治区']相邻, 克什克腾旗,150425000000, 西乌珠穆沁旗,152526000000
 ['克什克腾旗', 150000, '内蒙古自治区']和['锡林浩特市', '内蒙古自治区']相邻, 克什克腾旗,150425000000, 锡林浩特市,152502000000
 ['克什克腾旗', 150000, '内蒙古自治区']和['正蓝旗', '内蒙古自治区']相邻, 克什克腾旗,150425000000, 正蓝旗,152530000000
 ['克什克腾旗', 150000, '内蒙古自治区']和['翁牛特旗', '内蒙古自治区']相邻, 克什克腾旗,150425000000, 翁牛特旗,150426000000
 ['翁牛特旗', 150000, '内蒙古自治区']和['奈曼旗', '内蒙古自治区']相邻, 翁牛特旗,150426000000, 奈曼旗,150525000000
 ['翁牛特旗', 150000, '内蒙古自治区']和['开鲁县', '内蒙古自治区']相邻, 翁牛特旗,150426000000, 开鲁县,150523000000
 ['翁牛特旗', 150000, '内蒙古自治区']和['敖汉旗', '内蒙古自治区']相邻, 翁牛特旗,150426000000, 敖汉旗,150430000000
 ['喀喇沁旗', 150000, '内蒙古自治区']和['宁城县', '内蒙古自治区']相邻, 喀喇沁旗,150428000000, 宁城县,150429000000
 ['喀喇沁旗', 150000, '内蒙古自治区']和['建平县', '辽宁省']相邻, 喀喇沁旗,150428000000, 建平县,211322000000
 ['宁城县', 150000, '内蒙古自治区']和['凌源市', '辽宁省']相邻, 宁城县,150429000000, 凌源市,211382000000
 ['宁城县', 150000, '内蒙古自治区']和['建平县', '辽宁省']相邻, 宁城县,150429000000, 建平县,211322000000
 ['敖汉旗', 150000, '内蒙古自治区']和['朝阳县', '辽宁省']相邻, 敖汉旗,150430000000, 朝阳县,211321000000
 ['敖汉旗', 150000, '内蒙古自治区']和['北票市', '辽宁省']相邻, 敖汉旗,150430000000, 北票市,211381000000
 ['敖汉旗', 150000, '内蒙古自治区']和['奈曼旗', '内蒙古自治区']相邻, 敖汉旗,150430000000, 奈曼旗,150525000000
 ['敖汉旗', 150000, '内蒙古自治区']和['建平县', '辽宁省']相邻, 敖汉旗,150430000000, 建平县,211322000000
 ['科尔沁区', 150000, '内蒙古自治区']和['科尔沁左翼中旗', '内蒙古自治区']相邻, 科尔沁区,150502000000, 科尔沁左翼中旗,150521000000
 ['科尔沁区', 150000, '内蒙古自治区']和['开鲁县', '内蒙古自治区']相邻, 科尔沁区,150502000000, 开鲁县,150523000000
 ['科尔沁区', 150000, '内蒙古自治区']和['科尔沁左翼后旗', '内蒙古自治区']相邻, 科尔沁区,150502000000, 科尔沁左翼后旗,150522000000
 ['科尔沁左翼中旗', 150000, '内蒙古自治区']和['双辽市', '吉林省']相邻, 科尔沁左翼中旗,150521000000, 双辽市,220382000000
 ['科尔沁左翼中旗', 150000, '内蒙古自治区']和['科尔沁左翼后旗', '内蒙古自治区']相邻, 科尔沁左翼中旗,150521000000, 科尔沁左翼后旗,150522000000
 ['科尔沁左翼中旗', 150000, '内蒙古自治区']和['通榆县', '吉林省']相邻, 科尔沁左翼中旗,150521000000, 通榆县,220822000000
 ['科尔沁左翼中旗', 150000, '内蒙古自治区']和['科尔沁右翼中旗', '内蒙古自治区']相邻, 科尔沁左翼中旗,150521000000, 科尔沁右翼中旗,152222000000
 ['科尔沁左翼中旗', 150000, '内蒙古自治区']和['开鲁县', '内蒙古自治区']相邻, 科尔沁左翼中旗,150521000000, 开鲁县,150523000000
 ['科尔沁左翼中旗', 150000, '内蒙古自治区']和['扎鲁特旗', '内蒙古自治区']相邻, 科尔沁左翼中旗,150521000000, 扎鲁特旗,150526000000
 ['科尔沁左翼中旗', 150000, '内蒙古自治区']和['长岭县', '吉林省']相邻, 科尔沁左翼中旗,150521000000, 长岭县,220722000000
 ['科尔沁左翼后旗', 150000, '内蒙古自治区']和['库伦旗', '内蒙古自治区']相邻, 科尔沁左翼后旗,150522000000, 库伦旗,150524000000
 ['科尔沁左翼后旗', 150000, '内蒙古自治区']和['彰武县', '辽宁省']相邻, 科尔沁左翼后旗,150522000000, 彰武县,210922000000
 ['科尔沁左翼后旗', 150000, '内蒙古自治区']和['开鲁县', '内蒙古自治区']相邻, 科尔沁左翼后旗,150522000000, 开鲁县,150523000000
 ['科尔沁左翼后旗', 150000, '内蒙古自治区']和['奈曼旗', '内蒙古自治区']相邻, 科尔沁左翼后旗,150522000000, 奈曼旗,150525000000
 ['科尔沁左翼后旗', 150000, '内蒙古自治区']和['康平县', '辽宁省']相邻, 科尔沁左翼后旗,150522000000, 康平县,210123000000
 ['科尔沁左翼后旗', 150000, '内蒙古自治区']和['双辽市', '吉林省']相邻, 科尔沁左翼后旗,150522000000, 双辽市,220382000000
 ['科尔沁左翼后旗', 150000, '内蒙古自治区']和['昌图县', '辽宁省']相邻, 科尔沁左翼后旗,150522000000, 昌图县,211224000000
 ['开鲁县', 150000, '内蒙古自治区']和['奈曼旗', '内蒙古自治区']相邻, 开鲁县,150523000000, 奈曼旗,150525000000
 ['开鲁县', 150000, '内蒙古自治区']和['扎鲁特旗', '内蒙古自治区']相邻, 开鲁县,150523000000, 扎鲁特旗,150526000000
 ['库伦旗', 150000, '内蒙古自治区']和['彰武县', '辽宁省']相邻, 库伦旗,150524000000, 彰武县,210922000000
 ['库伦旗', 150000, '内蒙古自治区']和['奈曼旗', '内蒙古自治区']相邻, 库伦旗,150524000000, 奈曼旗,150525000000
 ['库伦旗', 150000, '内蒙古自治区']和['阜新蒙古族自治县', '辽宁省']相邻, 库伦旗,150524000000, 阜新蒙古族自治县,210921000000
 ['奈曼旗', 150000, '内蒙古自治区']和['阜新蒙古族自治县', '辽宁省']相邻, 奈曼旗,150525000000, 阜新蒙古族自治县,210921000000
 ['奈曼旗', 150000, '内蒙古自治区']和['北票市', '辽宁省']相邻, 奈曼旗,150525000000, 北票市,211381000000
 ['扎鲁特旗', 150000, '内蒙古自治区']和['科尔沁右翼中旗', '内蒙古自治区']相邻, 扎鲁特旗,150526000000, 科尔沁右翼中旗,152222000000
 ['扎鲁特旗', 150000, '内蒙古自治区']和['西乌珠穆沁旗', '内蒙古自治区']相邻, 扎鲁特旗,150526000000, 西乌珠穆沁旗,152526000000
 ['扎鲁特旗', 150000, '内蒙古自治区']和['东乌珠穆沁旗', '内蒙古自治区']相邻, 扎鲁特旗,150526000000, 东乌珠穆沁旗,152525000000
 ['扎鲁特旗', 150000, '内蒙古自治区']和['霍林郭勒市', '内蒙古自治区']相邻, 扎鲁特旗,150526000000, 霍林郭勒市,150581000000
 ['霍林郭勒市', 150000, '内蒙古自治区']和['东乌珠穆沁旗', '内蒙古自治区']相邻, 霍林郭勒市,150581000000, 东乌珠穆沁旗,152525000000
 ['霍林郭勒市', 150000, '内蒙古自治区']和['科尔沁右翼中旗', '内蒙古自治区']相邻, 霍林郭勒市,150581000000, 科尔沁右翼中旗,152222000000
 ['东胜区', 150000, '内蒙古自治区']和['杭锦旗', '内蒙古自治区']相邻, 东胜区,150602000000, 杭锦旗,150625000000
 ['东胜区', 150000, '内蒙古自治区']和['康巴什区', '内蒙古自治区']相邻, 东胜区,150602000000, 康巴什区,150603000000
 ['东胜区', 150000, '内蒙古自治区']和['达拉特旗', '内蒙古自治区']相邻, 东胜区,150602000000, 达拉特旗,150621000000
 ['东胜区', 150000, '内蒙古自治区']和['准格尔旗', '内蒙古自治区']相邻, 东胜区,150602000000, 准格尔旗,150622000000
 ['东胜区', 150000, '内蒙古自治区']和['伊金霍洛旗', '内蒙古自治区']相邻, 东胜区,150602000000, 伊金霍洛旗,150627000000
 ['康巴什区', 150000, '内蒙古自治区']和['伊金霍洛旗', '内蒙古自治区']相邻, 康巴什区,150603000000, 伊金霍洛旗,150627000000
 ['达拉特旗', 150000, '内蒙古自治区']和['乌拉特前旗', '内蒙古自治区']相邻, 达拉特旗,150621000000, 乌拉特前旗,150823000000
 ['达拉特旗', 150000, '内蒙古自治区']和['杭锦旗', '内蒙古自治区']相邻, 达拉特旗,150621000000, 杭锦旗,150625000000
 ['达拉特旗', 150000, '内蒙古自治区']和['准格尔旗', '内蒙古自治区']相邻, 达拉特旗,150621000000, 准格尔旗,150622000000
 ['准格尔旗', 150000, '内蒙古自治区']和['府谷县', '陕西省']相邻, 准格尔旗,150622000000, 府谷县,610822000000
 ['准格尔旗', 150000, '内蒙古自治区']和['伊金霍洛旗', '内蒙古自治区']相邻, 准格尔旗,150622000000, 伊金霍洛旗,150627000000
 ['鄂托克前旗', 150000, '内蒙古自治区']和['乌审旗', '内蒙古自治区']相邻, 鄂托克前旗,150623000000, 乌审旗,150626000000
 ['鄂托克前旗', 150000, '内蒙古自治区']和['平罗县', '宁夏回族自治区']相邻, 鄂托克前旗,150623000000, 平罗县,640221000000
 ['鄂托克前旗', 150000, '内蒙古自治区']和['定边县', '陕西省']相邻, 鄂托克前旗,150623000000, 定边县,610825000000
 ['鄂托克前旗', 150000, '内蒙古自治区']和['靖边县', '陕西省']相邻, 鄂托克前旗,150623000000, 靖边县,610824000000
 ['鄂托克前旗', 150000, '内蒙古自治区']和['盐池县', '宁夏回族自治区']相邻, 鄂托克前旗,150623000000, 盐池县,640323000000
 ['鄂托克前旗', 150000, '内蒙古自治区']和['灵武市', '宁夏回族自治区']相邻, 鄂托克前旗,150623000000, 灵武市,640181000000
 ['鄂托克前旗', 150000, '内蒙古自治区']和['鄂托克旗', '内蒙古自治区']相邻, 鄂托克前旗,150623000000, 鄂托克旗,150624000000
 ['鄂托克前旗', 150000, '内蒙古自治区']和['兴庆区', '宁夏回族自治区']相邻, 鄂托克前旗,150623000000, 兴庆区,640104000000
 ['鄂托克旗', 150000, '内蒙古自治区']和['乌审旗', '内蒙古自治区']相邻, 鄂托克旗,150624000000, 乌审旗,150626000000
 ['鄂托克旗', 150000, '内蒙古自治区']和['平罗县', '宁夏回族自治区']相邻, 鄂托克旗,150624000000, 平罗县,640221000000
 ['鄂托克旗', 150000, '内蒙古自治区']和['阿拉善左旗', '内蒙古自治区']相邻, 鄂托克旗,150624000000, 阿拉善左旗,152921000000
 ['鄂托克旗', 150000, '内蒙古自治区']和['杭锦旗', '内蒙古自治区']相邻, 鄂托克旗,150624000000, 杭锦旗,150625000000
 ['鄂托克旗', 150000, '内蒙古自治区']和['磴口县', '内蒙古自治区']相邻, 鄂托克旗,150624000000, 磴口县,150822000000
 ['杭锦旗', 150000, '内蒙古自治区']和['临河区', '内蒙古自治区']相邻, 杭锦旗,150625000000, 临河区,150802000000
 ['杭锦旗', 150000, '内蒙古自治区']和['乌审旗', '内蒙古自治区']相邻, 杭锦旗,150625000000, 乌审旗,150626000000
 ['杭锦旗', 150000, '内蒙古自治区']和['磴口县', '内蒙古自治区']相邻, 杭锦旗,150625000000, 磴口县,150822000000
 ['杭锦旗', 150000, '内蒙古自治区']和['伊金霍洛旗', '内蒙古自治区']相邻, 杭锦旗,150625000000, 伊金霍洛旗,150627000000
 ['杭锦旗', 150000, '内蒙古自治区']和['五原县', '内蒙古自治区']相邻, 杭锦旗,150625000000, 五原县,150821000000
 ['杭锦旗', 150000, '内蒙古自治区']和['乌拉特前旗', '内蒙古自治区']相邻, 杭锦旗,150625000000, 乌拉特前旗,150823000000
 ['杭锦旗', 150000, '内蒙古自治区']和['杭锦后旗', '内蒙古自治区']相邻, 杭锦旗,150625000000, 杭锦后旗,150826000000
 ['乌审旗', 150000, '内蒙古自治区']和['榆阳区', '陕西省']相邻, 乌审旗,150626000000, 榆阳区,610802000000
 ['乌审旗', 150000, '内蒙古自治区']和['靖边县', '陕西省']相邻, 乌审旗,150626000000, 靖边县,610824000000
 ['乌审旗', 150000, '内蒙古自治区']和['横山区', '陕西省']相邻, 乌审旗,150626000000, 横山区,610803000000
 ['乌审旗', 150000, '内蒙古自治区']和['神木市', '陕西省']相邻, 乌审旗,150626000000, 神木市,610881000000
 ['乌审旗', 150000, '内蒙古自治区']和['伊金霍洛旗', '内蒙古自治区']相邻, 乌审旗,150626000000, 伊金霍洛旗,150627000000
 ['伊金霍洛旗', 150000, '内蒙古自治区']和['神木市', '陕西省']相邻, 伊金霍洛旗,150627000000, 神木市,610881000000
 ['伊金霍洛旗', 150000, '内蒙古自治区']和['府谷县', '陕西省']相邻, 伊金霍洛旗,150627000000, 府谷县,610822000000
 ['海拉尔区', 150000, '内蒙古自治区']和['鄂温克族自治旗', '内蒙古自治区']相邻, 海拉尔区,150702000000, 鄂温克族自治旗,150724000000
 ['海拉尔区', 150000, '内蒙古自治区']和['陈巴尔虎旗', '内蒙古自治区']相邻, 海拉尔区,150702000000, 陈巴尔虎旗,150725000000
 ['扎赉诺尔区', 150000, '内蒙古自治区']和['满洲里市', '内蒙古自治区']相邻, 扎赉诺尔区,150703000000, 满洲里市,150781000000
 ['扎赉诺尔区', 150000, '内蒙古自治区']和['新巴尔虎左旗', '内蒙古自治区']相邻, 扎赉诺尔区,150703000000, 新巴尔虎左旗,150726000000
 ['扎赉诺尔区', 150000, '内蒙古自治区']和['新巴尔虎右旗', '内蒙古自治区']相邻, 扎赉诺尔区,150703000000, 新巴尔虎右旗,150727000000
 ['阿荣旗', 150000, '内蒙古自治区']和['莫力达瓦达斡尔族自治旗', '内蒙古自治区']相邻, 阿荣旗,150721000000, 莫力达瓦达斡尔族自治旗,150722000000
 ['阿荣旗', 150000, '内蒙古自治区']和['牙克石市', '内蒙古自治区']相邻, 阿荣旗,150721000000, 牙克石市,150782000000
 ['阿荣旗', 150000, '内蒙古自治区']和['甘南县', '黑龙江省']相邻, 阿荣旗,150721000000, 甘南县,230225000000
 ['阿荣旗', 150000, '内蒙古自治区']和['鄂伦春自治旗', '内蒙古自治区']相邻, 阿荣旗,150721000000, 鄂伦春自治旗,150723000000
 ['阿荣旗', 150000, '内蒙古自治区']和['扎兰屯市', '内蒙古自治区']相邻, 阿荣旗,150721000000, 扎兰屯市,150783000000
 ['莫力达瓦达斡尔族自治旗', 150000, '内蒙古自治区']和['甘南县', '黑龙江省']相邻, 莫力达瓦达斡尔族自治旗,150722000000, 甘南县,230225000000
 ['莫力达瓦达斡尔族自治旗', 150000, '内蒙古自治区']和['嫩江市', '黑龙江省']相邻, 莫力达瓦达斡尔族自治旗,150722000000, 嫩江市,231183000000
 ['莫力达瓦达斡尔族自治旗', 150000, '内蒙古自治区']和['鄂伦春自治旗', '内蒙古自治区']相邻, 莫力达瓦达斡尔族自治旗,150722000000, 鄂伦春自治旗,150723000000
 ['莫力达瓦达斡尔族自治旗', 150000, '内蒙古自治区']和['讷河市', '黑龙江省']相邻, 莫力达瓦达斡尔族自治旗,150722000000, 讷河市,230281000000
 ['鄂伦春自治旗', 150000, '内蒙古自治区']和['嫩江市', '黑龙江省']相邻, 鄂伦春自治旗,150723000000, 嫩江市,231183000000
 ['鄂伦春自治旗', 150000, '内蒙古自治区']和['根河市', '内蒙古自治区']相邻, 鄂伦春自治旗,150723000000, 根河市,150785000000
 ['鄂伦春自治旗', 150000, '内蒙古自治区']和['牙克石市', '内蒙古自治区']相邻, 鄂伦春自治旗,150723000000, 牙克石市,150782000000
 ['鄂伦春自治旗', 150000, '内蒙古自治区']和['呼玛县', '黑龙江省']相邻, 鄂伦春自治旗,150723000000, 呼玛县,232721000000
 ['鄂温克族自治旗', 150000, '内蒙古自治区']和['新巴尔虎左旗', '内蒙古自治区']相邻, 鄂温克族自治旗,150724000000, 新巴尔虎左旗,150726000000
 ['鄂温克族自治旗', 150000, '内蒙古自治区']和['陈巴尔虎旗', '内蒙古自治区']相邻, 鄂温克族自治旗,150724000000, 陈巴尔虎旗,150725000000
 ['鄂温克族自治旗', 150000, '内蒙古自治区']和['扎兰屯市', '内蒙古自治区']相邻, 鄂温克族自治旗,150724000000, 扎兰屯市,150783000000
 ['鄂温克族自治旗', 150000, '内蒙古自治区']和['牙克石市', '内蒙古自治区']相邻, 鄂温克族自治旗,150724000000, 牙克石市,150782000000
 ['鄂温克族自治旗', 150000, '内蒙古自治区']和['阿尔山市', '内蒙古自治区']相邻, 鄂温克族自治旗,150724000000, 阿尔山市,152202000000
 ['陈巴尔虎旗', 150000, '内蒙古自治区']和['牙克石市', '内蒙古自治区']相邻, 陈巴尔虎旗,150725000000, 牙克石市,150782000000
 ['陈巴尔虎旗', 150000, '内蒙古自治区']和['新巴尔虎左旗', '内蒙古自治区']相邻, 陈巴尔虎旗,150725000000, 新巴尔虎左旗,150726000000
 ['陈巴尔虎旗', 150000, '内蒙古自治区']和['额尔古纳市', '内蒙古自治区']相邻, 陈巴尔虎旗,150725000000, 额尔古纳市,150784000000
 ['新巴尔虎左旗', 150000, '内蒙古自治区']和['新巴尔虎右旗', '内蒙古自治区']相邻, 新巴尔虎左旗,150726000000, 新巴尔虎右旗,150727000000
 ['新巴尔虎左旗', 150000, '内蒙古自治区']和['阿尔山市', '内蒙古自治区']相邻, 新巴尔虎左旗,150726000000, 阿尔山市,152202000000
 ['新巴尔虎左旗', 150000, '内蒙古自治区']和['满洲里市', '内蒙古自治区']相邻, 新巴尔虎左旗,150726000000, 满洲里市,150781000000
 ['新巴尔虎右旗', 150000, '内蒙古自治区']和['满洲里市', '内蒙古自治区']相邻, 新巴尔虎右旗,150727000000, 满洲里市,150781000000
 ['牙克石市', 150000, '内蒙古自治区']和['根河市', '内蒙古自治区']相邻, 牙克石市,150782000000, 根河市,150785000000
 ['牙克石市', 150000, '内蒙古自治区']和['额尔古纳市', '内蒙古自治区']相邻, 牙克石市,150782000000, 额尔古纳市,150784000000
 ['牙克石市', 150000, '内蒙古自治区']和['扎兰屯市', '内蒙古自治区']相邻, 牙克石市,150782000000, 扎兰屯市,150783000000
 ['扎兰屯市', 150000, '内蒙古自治区']和['扎赉特旗', '内蒙古自治区']相邻, 扎兰屯市,150783000000, 扎赉特旗,152223000000
 ['扎兰屯市', 150000, '内蒙古自治区']和['阿尔山市', '内蒙古自治区']相邻, 扎兰屯市,150783000000, 阿尔山市,152202000000
 ['扎兰屯市', 150000, '内蒙古自治区']和['龙江县', '黑龙江省']相邻, 扎兰屯市,150783000000, 龙江县,230221000000
 ['扎兰屯市', 150000, '内蒙古自治区']和['碾子山区', '黑龙江省']相邻, 扎兰屯市,150783000000, 碾子山区,230207000000
 ['扎兰屯市', 150000, '内蒙古自治区']和['甘南县', '黑龙江省']相邻, 扎兰屯市,150783000000, 甘南县,230225000000
 ['额尔古纳市', 150000, '内蒙古自治区']和['根河市', '内蒙古自治区']相邻, 额尔古纳市,150784000000, 根河市,150785000000
 ['额尔古纳市', 150000, '内蒙古自治区']和['漠河市', '黑龙江省']相邻, 额尔古纳市,150784000000, 漠河市,232701000000
 ['根河市', 150000, '内蒙古自治区']和['呼玛县', '黑龙江省']相邻, 根河市,150785000000, 呼玛县,232721000000
 ['根河市', 150000, '内蒙古自治区']和['漠河市', '黑龙江省']相邻, 根河市,150785000000, 漠河市,232701000000
 ['临河区', 150000, '内蒙古自治区']和['乌拉特中旗', '内蒙古自治区']相邻, 临河区,150802000000, 乌拉特中旗,150824000000
 ['临河区', 150000, '内蒙古自治区']和['五原县', '内蒙古自治区']相邻, 临河区,150802000000, 五原县,150821000000
 ['临河区', 150000, '内蒙古自治区']和['杭锦后旗', '内蒙古自治区']相邻, 临河区,150802000000, 杭锦后旗,150826000000
 ['五原县', 150000, '内蒙古自治区']和['乌拉特中旗', '内蒙古自治区']相邻, 五原县,150821000000, 乌拉特中旗,150824000000
 ['五原县', 150000, '内蒙古自治区']和['乌拉特前旗', '内蒙古自治区']相邻, 五原县,150821000000, 乌拉特前旗,150823000000
 ['磴口县', 150000, '内蒙古自治区']和['阿拉善左旗', '内蒙古自治区']相邻, 磴口县,150822000000, 阿拉善左旗,152921000000
 ['磴口县', 150000, '内蒙古自治区']和['乌拉特后旗', '内蒙古自治区']相邻, 磴口县,150822000000, 乌拉特后旗,150825000000
 ['磴口县', 150000, '内蒙古自治区']和['杭锦后旗', '内蒙古自治区']相邻, 磴口县,150822000000, 杭锦后旗,150826000000
 ['乌拉特前旗', 150000, '内蒙古自治区']和['乌拉特中旗', '内蒙古自治区']相邻, 乌拉特前旗,150823000000, 乌拉特中旗,150824000000
 ['乌拉特中旗', 150000, '内蒙古自治区']和['乌拉特后旗', '内蒙古自治区']相邻, 乌拉特中旗,150824000000, 乌拉特后旗,150825000000
 ['乌拉特中旗', 150000, '内蒙古自治区']和['杭锦后旗', '内蒙古自治区']相邻, 乌拉特中旗,150824000000, 杭锦后旗,150826000000
 ['乌拉特后旗', 150000, '内蒙古自治区']和['阿拉善左旗', '内蒙古自治区']相邻, 乌拉特后旗,150825000000, 阿拉善左旗,152921000000
 ['乌拉特后旗', 150000, '内蒙古自治区']和['杭锦后旗', '内蒙古自治区']相邻, 乌拉特后旗,150825000000, 杭锦后旗,150826000000
 ['集宁区', 150000, '内蒙古自治区']和['察哈尔右翼前旗', '内蒙古自治区']相邻, 集宁区,150902000000, 察哈尔右翼前旗,150926000000
 ['卓资县', 150000, '内蒙古自治区']和['察哈尔右翼后旗', '内蒙古自治区']相邻, 卓资县,150921000000, 察哈尔右翼后旗,150928000000
 ['卓资县', 150000, '内蒙古自治区']和['察哈尔右翼前旗', '内蒙古自治区']相邻, 卓资县,150921000000, 察哈尔右翼前旗,150926000000
 ['卓资县', 150000, '内蒙古自治区']和['丰镇市', '内蒙古自治区']相邻, 卓资县,150921000000, 丰镇市,150981000000
 ['卓资县', 150000, '内蒙古自治区']和['察哈尔右翼中旗', '内蒙古自治区']相邻, 卓资县,150921000000, 察哈尔右翼中旗,150927000000
 ['卓资县', 150000, '内蒙古自治区']和['凉城县', '内蒙古自治区']相邻, 卓资县,150921000000, 凉城县,150925000000
 ['卓资县', 150000, '内蒙古自治区']和['四子王旗', '内蒙古自治区']相邻, 卓资县,150921000000, 四子王旗,150929000000
 ['化德县', 150000, '内蒙古自治区']和['商都县', '内蒙古自治区']相邻, 化德县,150922000000, 商都县,150923000000
 ['化德县', 150000, '内蒙古自治区']和['正镶白旗', '内蒙古自治区']相邻, 化德县,150922000000, 正镶白旗,152529000000
 ['化德县', 150000, '内蒙古自治区']和['镶黄旗', '内蒙古自治区']相邻, 化德县,150922000000, 镶黄旗,152528000000
 ['商都县', 150000, '内蒙古自治区']和['苏尼特右旗', '内蒙古自治区']相邻, 商都县,150923000000, 苏尼特右旗,152524000000
 ['商都县', 150000, '内蒙古自治区']和['镶黄旗', '内蒙古自治区']相邻, 商都县,150923000000, 镶黄旗,152528000000
 ['商都县', 150000, '内蒙古自治区']和['察哈尔右翼后旗', '内蒙古自治区']相邻, 商都县,150923000000, 察哈尔右翼后旗,150928000000
